24
BJP 北京
SHH 上海
TJP 天津
CCT 长春
CDW 成都
FZS 福州
GIW 贵阳
GZQ 广州
HBB 哈尔滨
HHC 呼和浩特
KMM 昆明
LZJ 兰州
NCG 南昌
NNZ 南宁
SYT 沈阳
WHN 武汉
XAY 西安
XNO 西宁
ZZF 郑州
DLT 大连
LZZ 柳州
SZQ 深圳
XCH 徐州
WAR 乌鲁木齐

1064
CZ9911 CDW BJP 16:30 19:10 02:40 1570.0
CZ6184 CDW BJP 16:50 19:40 02:50 1490.0
CZ9913 CDW BJP 18:30 21:25 02:55 1570.0
CZ3904 CDW BJP 20:20 23:05 02:45 1490.0
CZ9915 CDW BJP 20:30 23:15 02:45 1400.0
CZ6136 CDW BJP 21:30 00:20 02:50 1170.0
CZ9753 CDW SHH 09:00 11:45 02:45 1640.0
CZ9413 CDW SHH 10:00 12:40 02:40 1760.0
CZ9754 CDW SHH 12:30 15:20 02:50 1760.0
CZ9755 CDW SHH 14:10 17:00 02:50 1640.0
CZ9756 CDW SHH 15:15 18:05 02:50 1760.0
CZ6442 CDW CCT 14:25 19:30 05:05 1430.0
CZ3768 CDW GIW 13:00 14:20 01:20 1010.0
CZ3694 CDW GIW 18:55 20:15 01:20 940.0
CZ3672 CDW GIW 22:35 23:55 01:20 670.0
CZ5822 CDW GIW 16:55 19:10 02:15 850.0
CZ9927 CDW GZQ 07:00 09:20 02:20 1430.0
CZ3378 CDW GZQ 08:15 10:35 02:20 1360.0
CZ9436 CDW GZQ 09:40 12:10 02:30 1430.0
CZ3404 CDW GZQ 10:40 13:15 02:35 1360.0
CZ3402 CDW GZQ 11:50 14:15 02:25 1360.0
CZ9923 CDW GZQ 13:25 15:55 02:30 1430.0
CZ3438 CDW GZQ 13:55 16:20 02:25 1360.0
CZ3444 CDW GZQ 16:00 18:25 02:25 1360.0
CZ9925 CDW GZQ 18:35 21:05 02:30 1330.0
CZ3418 CDW GZQ 19:45 22:05 02:20 1430.0
CZ3484 CDW GZQ 21:25 23:40 02:15 1360.0
CZ3428 CDW GZQ 22:20 00:50 02:30 1260.0
CZ9065 CDW HBB 11:05 16:40 05:35 10120.0
CZ6256 CDW HBB 19:05 00:50 05:45 1250.0
CZ9566 CDW KMM 07:55 09:35 01:40 890.0
CZ9591 CDW KMM 10:50 12:30 01:40 890.0
CZ9593 CDW KMM 13:50 15:25 01:35 890.0
CZ9558 CDW KMM 14:05 15:40 01:35 890.0
CZ9599 CDW KMM 19:15 21:00 01:45 890.0
CZ9595 CDW KMM 22:10 23:45 01:35 650.0
CZ9597 CDW KMM 22:45 00:25 01:40 650.0
CZ3242 CDW NNZ 21:35 23:30 01:55 800.0
CZ6402 CDW SYT 08:10 11:25 03:15 1290.0
CZ6439 CDW SYT 10:20 15:30 05:10 1290.0
CZ6410 CDW SYT 14:05 18:50 04:45 1290.0
CZ3448 CDW WHN 10:50 12:55 02:05 760.0
CZ3442 CDW WHN 22:05 00:05 02:00 810.0
CZ9065 CDW XAY 11:05 12:40 01:35 3320.0
CZ6434 CDW XAY 13:25 14:55 01:30 2840.0
CZ9683 CDW XAY 14:15 16:00 01:45 890.0
CZ6250 CDW XAY 19:35 21:15 01:40 810.0
CZ9101 CDW XAY 23:05 00:40 01:35 760.0
CZ6439 CDW ZZF 10:20 12:20 02:00 860.0
CZ3472 CDW ZZF 15:45 17:45 02:00 960.0
CZ6256 CDW ZZF 19:05 21:10 02:05 860.0
CZ3474 CDW ZZF 22:50 00:50 02:00 750.0
CZ6436 CDW DLT 21:25 00:30 03:05 1330.0
CZ6434 CDW DLT 13:25 18:10 04:45 1330.0
CZ9931 CDW SZQ 06:40 09:15 02:35 1080.0
CZ3458 CDW SZQ 10:55 13:25 02:30 1170.0
CZ9933 CDW SZQ 13:25 15:55 02:30 1230.0
CZ9935 CDW SZQ 15:30 17:55 02:25 1230.0
CZ9369 CDW SZQ 15:50 18:20 02:30 1150.0
CZ3454 CDW SZQ 16:30 19:00 02:30 1030.0
CZ3434 CDW SZQ 22:35 01:00 02:25 1170.0
CZ3693 CDW WAR 09:55 13:35 03:40 1680.0
CZ6942 CDW WAR 12:50 16:35 03:45 1680.0
CZ6926 CDW WAR 15:10 18:55 03:45 1680.0
CZ9049 FZS SHH 20:50 22:15 01:25 800.0
CZ3506 FZS GZQ 10:05 11:40 01:35 1020.0
CZ3650 FZS GZQ 12:10 13:45 01:35 1020.0
CZ3878 FZS GZQ 17:35 19:10 01:35 1020.0
CZ3648 FZS GZQ 22:15 23:45 01:30 840.0
CZ9610 FZS XAY 15:50 18:45 02:55 1240.0
CZ6918 FZS ZZF 17:20 19:30 02:10 1010.0
